n1,n2,ratio,sid,RT,ACC,easyness
4.0,6.0,0.67,503886,708.0,1.0,0.646
2.0,11.0,0.18,503886,390.0,1.0,0.805
5.0,6.0,0.83,503886,418.0,1.0,0.791
3.0,9.0,0.33,503886,336.0,0.0,-0.168
1.0,4.0,0.25,503886,552.0,1.0,0.724
4.0,6.0,0.67,503886,449.0,0.0,-0.2245
3.0,11.0,0.27,503886,383.0,1.0,0.8085
2.0,6.0,0.33,503886,395.0,1.0,0.8025
1.0,4.0,0.25,503886,489.0,1.0,0.7555
3.0,9.0,0.33,503886,699.0,1.0,0.6505
25.0,28.0,0.89,503886,832.0,1.0,0.584
27.0,33.0,0.82,503886,617.0,0.0,-0.3085
25.0,28.0,0.89,503886,866.0,1.0,0.567
27.0,33.0,0.82,503886,841.0,1.0,0.5795
25.0,28.0,0.89,503886,949.0,1.0,0.5255
27.0,33.0,0.82,503886,627.0,1.0,0.6865
24.0,27.0,0.89,503886,748.0,1.0,0.626
,,,351532,,,
23.0,26.0,0.88,351532,622.0,1.0,0.689
21.0,23.0,0.91,351532,617.0,1.0,0.6915
19.0,21.0,0.9,351532,685.0,1.0,0.6575
17.0,19.0,0.89,351532,549.0,1.0,0.7255
15.0,17.0,0.88,351532,659.0,1.0,0.6705
13.0,14.0,0.93,351532,555.0,1.0,0.7225
